value,word
NEG,극단/NNG
NEG,극단/NNG;적/XSN
NEG,극단/NNG;적/XSN;이/VCP
NEG,극대/NNG
NEG,극대/NNG;화/XSN
NEG,극대/NNG;화/XSN;하/XSV
POS,극복/NNG
POS,극복/NNG;인식/NNG
POS,극복/NNG;인식/NNG;등/NNB
NEG,극복/NNG;하/XSV
NEG,극심/XR
NEG,극심/XR;하/XSA
POS,극장/NNG
POS,극장/NNG;공연/NNG
POS,극장/NNG;공연/NNG;물/NNG
POS,극찬/NNG
POS,극찬/NNG;하/XSV
NEG,극히/MAG
NEG,극히/MAG;낮/VA
NEG,극히/MAG;일부/NNG
NEG,극히/MAG;일부/NNG;에/JKB
NEG,근근이/MAG
None,근데/MAJ
NEG,근로/NNG
NEG,근로/NNG;의욕/NNG
NEG,근로/NNG;의욕/NNG;저하/NNG
POS,근면/NNG
POS,근본/NNG
POS,근본/NNG;은/JX
POS,근본/NNG;은/JX;사람/NNG
POS,근성/NNG
NEG,근시안/NNG
NEG,근시안/NNG;적/XSN
NEG,근절/NNG
POS,근절/NNG;되/XSV
POS,근절/NNG;되/XSV;었/EP
NEG,근절/NNG;하/XSV
POS,근현대/NNG
POS,근현대/NNG;작곡가/NNG
POS,근현대/NNG;작곡가/NNG;연구/NNG
NEG,글/NNG
NEG,글/NNG;을/JKO
NEG,글/NNG;을/JKO;쓰/VV
POS,글라스울/NNG
None,글쎄/IC
NEG,글씨/NNG
NEG,글씨/NNG;를/JKO
NEG,글씨/NNG;를/JKO;쓰/VV
NEG,금물/NNG
NEG,금물/NNG;이/VCP
NEG,금물/NNG;이/VCP;다/EF
None,금세/MAG
NEG,금융/NNG
NEG,금융/NNG;실명/NNG
NEG,금융/NNG;실명/NNG;제/XSN
NEG,금하/VV
NEG,금하/VV;았/EP
POS,급/NNG
NEG,급격히/MAG
NEG,급격히/MAG;많/VA
NEG,급격히/MAG;많/VA;아/EC
NEG,급급/XR
NEG,급급/XR;하/XSA
None,급기야/MAG
NEG,급속히/MAG
NEG,급속히/MAG;악화/NNG
NEG,급속히/MAG;악화/NNG;하/XSV
POS,긍정/NNG
POS,긍정/NNG;적/XSN
POS,긍정/NNG;적/XSN;이/VCP
POS,긍정/NNG;적/XSN;편견/NNG
None,기/ETN
NEG,기/ETN;가/JKS
NEG,기/ETN;가/JKS;가장/MAG
POS,기/ETN;가/JKS;쉽/VA
NEG,기/ETN;그지없/VA
NEG,기/ETN;그지없/VA;는/ETM
None,기/ETN;까지/JX
None,기/ETN;까지/JX;하/VX
None,기/ETN;ㄴ/JX
None,기/ETN;ㄴ/JX;하/VX
None,기/ETN;는/JX
None,기/ETN;는/JX;하/VX
None,기/ETN;도/JX
None,기/ETN;도/JX;하/VV
None,기/ETN;도/JX;하/VX
None,기/ETN;때문/NNB
None,기/ETN;때문/NNB;이/VCP
None,기/ETN;ㄹ/JKO
POS,기/ETN;로/JKB
POS,기/ETN;로/JKB;하/VV
POS,기/ETN;로/JKB;하/VX
POS,기/ETN;를/JKO
POS,기/ETN;를/JKO;바라/VV
POS,기/ETN;를/JKO;즐기/VV
NEG,기/ETN;마련/NNB
NEG,기/ETN;마련/NNB;이/VCP
None,기/ETN;만/JX
None,기/ETN;만/JX;하/VX
None,기/ETN;보다/JKB
None,기/ETN;보다/JKB;는/JX
POS,기/ETN;쉽/VA
POS,기/ETN;쉽/VA;므로/EC
POS,기/ETN;쉽/VA;은/ETM
POS,기/ETN;시작/NNG
POS,기/ETN;시작/NNG;하/XSV
NEG,기/ETN;십상/NNG
NEG,기/ETN;십상/NNG;이/VCP
NEG,기/ETN;어렵/VA
POS,기/ETN;어렵/VA;ㄴ/ETM
NEG,기/ETN;어렵/VA;었/EP
NEUT,기/ETN;에/JKB
NEUT,기/ETN;에/JKB;그것/NP
None,기/ETN;에/JKB;이르/VV
POS,기/ETN;에/JKB;즐겁/VA
POS,기/ETN;에/JKB;충분/XR
POS,기/ETN;위하/VV
POS,기/ETN;위하/VV;ㄴ/ETM
POS,기/ETN;위하/VV;아/EC
None,기/ETN;조차/JX
NEG,기/ETN;짝/NNG
NEG,기/ETN;짝/NNG;이/JKS
NEG,기/ETN;힘들/VA
NEG,기/ETN;힘들/VA;ㄹ/ETM
POS,기/NNG
POS,기/NNG;가/JKS
POS,기/NNG;가/JKS;흐르/VV
POS,기/NNG;더하/VV
POS,기/NNG;더하/VV;아/EC
NEG,기/XSN
NEG,기/XSN;가/JKS
NEG,기/XSN;가/JKS;많/VA
NEG,기강/NNG
NEG,기강/NNG;이/JKS
NEG,기강/NNG;이/JKS;해이/NNG
NEG,기구/XR
NEG,기구/XR;하/XSA
POS,기금/NNG
POS,기나길/VA
POS,기나길/VA;ㄴ/ETM
POS,기나길/VA;ㄴ/ETM;절대/NNG
NEG,기냥/MAG
POS,기념/NNG
POS,기념/NNG;사진/NNG
POS,기념/NNG;사진/NNG;촬영/NNG
POS,기능/NNG
POS,기능/NNG;을/JKO
POS,기능/NNG;을/JKO;함께/MAG
POS,기능/NNG;적/XSN
POS,기능/NNG;적/XSN;으로/JKB
POS,기다리/VV
POS,기대/NNG
POS,기대/NNG;되/XSV
POS,기대/NNG;를/JKO
POS,기대/NNG;를/JKO;모으/VV
POS,기대/NNG;를/JKO;한층/MAG
POS,기대/NNG;와/JC
POS,기대/NNG;와/JC;관심/NNG
POS,기대/NNG;하/XSV
POS,기대주/NNG
POS,기대주/NNG;이/VCP
POS,기도/NNG
POS,기도/NNG;하/XSV
POS,기량/NNG
POS,기량/NNG;을/JKO
POS,기량/NNG;을/JKO;선보이/VV
POS,기록/NNG
POS,기록/NNG;이/VCP
NEG,기만/NNG
NEG,기만/NNG;하/XSV
POS,기반/NNG
POS,기반/NNG;을/JKO
POS,기반/NNG;을/JKO;다지/VV
POS,기본/NNG
POS,기본/NNG;적/XSN
POS,기본/NNG;적/XSN;이/VCP
NEG,기분/NNG
NEG,기분/NNG;이/JKS
NEG,기분/NNG;이/JKS;들/VV
POS,기뻐하/VV
POS,기쁘/VA
POS,기쁘/VA;게/EC
POS,기쁘/VA;게/EC;참여/NNG
POS,기쁘/VA;ㅂ니다/EF
POS,기쁨/NNG
COMP,기색/NNG
COMP,기색/NNG;으로/JKB
NEG,기소/NNG
NEG,기술/NNG
NEG,기술/NNG;의/JKG
NEG,기술/NNG;의/JKG;노예/NNG
NEG,기약/NNG
NEG,기약/NNG;조차/JX
NEG,기약/NNG;조차/JX;하/VV
NEUT,기억/NNG
NEUT,기억/NNG;되/XSV
POS,기억나/VV
POS,기억나/VV;게/EC
POS,기억나/VV;게/EC;하/VX
NEG,기업/NNG
NEG,기업/NNG;들/XSN
NEG,기업/NNG;들/XSN;도/JX
NEG,기업/NNG;은/JX
NEG,기업/NNG;은/JX;망하/VV
POS,기업/NNG;이/VCP
POS,기업/NNG;정부/NNG
POS,기업/NNG;정부/NNG;가/JKS
POS,기여/NNG
POS,기여/NNG;도/NNG
POS,기여/NNG;도/NNG;가/JKS
POS,기여/NNG;하/XSV
POS,기운/NNG
POS,기운/NNG;생동/NNG
POS,기운/NNG;생동/NNG;속/NNG
NEG,기울이/VV
POS,기적/NNG
POS,기존/NNG
POS,기존/NNG;화장품/NNG
POS,기존/NNG;화장품/NNG;보다/JKB
NEG,기준/NNG
NEG,기준/NNG;을/JKO
POS,기증/NNG
POS,기증/NNG;하/XSV
POS,기증/NNG;하/XSV;는/ETM
POS,기초/NNG
POS,기초/NNG;부터/JX
POS,기초/NNG;부터/JX;살피/VV
NEG,기피/NNG
NEG,기피/NNG;하/XSV
NEG,기형아/NNG
POS,기회/NNG
POS,기회/NNG;가/JKC
POS,기회/NNG;가/JKC;되/VV
POS,기회/NNG;를/JKO
POS,기회/NNG;를/JKO;던지/VV
POS,기회/NNG;를/JKO;얻/VV
POS,기회/NNG;를/JKO;주/VV
POS,기회/NNG;이/VCP
NEG,기회주의/NNG
NEG,기회주의/NNG;적/XSN
POS,기획/NNG
POS,기획/NNG;하/XSV
NEG,기획물/NNG
NEG,기획물/NNG;비디오/NNG
NEG,기획물/NNG;비디오/NNG;는/JX
NEG,긴급/NNG
NEG,긴급/NNG;조치/NNG
NEG,긴급/NNG;조치/NNG;위반/NNG
POS,긴박/NNG
POS,긴박/NNG;하/XSA
POS,긴박/NNG;하/XSA;ㄴ/ETM
NEG,긴장/NNG
NEG,긴장/NNG;시키/XSV
NEG,긴장/NNG;이/JKS
NEG,긴장/NNG;이/JKS;고조/NNG
NEG,긴장감/NNG
NEG,긴장감/NNG;이/JKS
NEG,긴장감/NNG;이/JKS;조성/NNG
NEG,길/NNG
NEG,길/NNG;없/VA
NEG,길/NNG;에서/JKB
NEG,길/NNG;에서/JKB;마주치/VV
NEG,길/NNG;은/JX
NEG,길/NNG;은/JX;그리/MAG
POS,길/NNG;을/JKO
NEG,길/NNG;을/JKO;불/NNG
POS,길/NNG;을/JKO;찾/VV
POS,길/NNG;을/JKO;택하/VV
POS,길/VA
POS,길/VA;ㄴ/ETM
POS,길/VA;ㄴ/ETM;설명/NNG
POS,길들이/VV
POS,길이*/MAG
POS,길이*/MAG;기억나/VV
POS,길이*/MAG;기억나/VV;게/EC
NEG,길이/NNG
NEG,길이/NNG;가/JKS
NEG,길이/NNG;가/JKS;일정/NNG
None,김/NNB
None,김/NNB;에/JKB
POS,깃들/VV
POS,깃발/NNG
POS,깃발/NNG;을/JKO
POS,깃발/NNG;을/JKO;높이/MAG
NEG,깊/VA
NEG,깊/VA;게/EC
NEG,깊/VA;게/EC;하/VX
NEG,깊/VA;어/EC
NEG,깊/VA;어/EC;지/VX
NEG,깊/VA;은/ETM
NEG,깊/VA;은/ETM;의혹/NNG
NEG,까다롭/VA
NEUT,까닭/NNG
NEUT,까닭/NNG;이/VCP
NEG,까맣/VA
NEG,까맣/VA;ㄴ/ETM
NEG,까맣/VA;ㄴ/ETM;단지/NNG
NEUT,까먹/VV
NEUT,까먹/VV;는/ETM
None,까지/JX
None,까지/JX;는/JX
None,까지/JX;도/JX
NEG,까지/JX;묻/VV
NEG,까지/JX;반대/NNG
NEG,까지/JX;반대/NNG;를/JKO
POS,까지/JX;줄이/VV
POS,까지/JX;줄이/VV;ㄹ/ETM
POS,까지/JX;지키/VV
POS,까지/JX;지키/VV;ㄹ/ETM
POS,까지/JX;참여/NNG
POS,까지/JX;참여/NNG;하/XSV
NEG,까지/JX;하/VV
NEG,까지/JX;하/VV;았/EP
None,까지/JX;하/VX
NEG,깎/VV
NEG,깎/VV;았/EP
NEG,깎/VV;았/EP;다/EF
NEG,깎/VV;았었/EP
NEG,깎/VV;았었/EP;는데/EC
NEG,깎아지르/VA
NEG,깎아지르/VA;ㄴ/ETM
NEG,깎아지르/VA;ㄴ/ETM;듯/NNB
NEUT,깔리/VV
POS,깔리/VV;어/EC
POS,깔리/VV;어/EC;있/VX
NEG,깜깜/MAG
NEG,깜깜/MAG;하/XSA
NEG,깜깜/MAG;하/XSA;ㄴ/ETM
COMP,깜찍/XR
COMP,깜찍/XR;하/XSA
NEUT,깨/VV
POS,깨/VV;고/EC
POS,깨/VV;고/EC;역사/NNG
NEUT,깨/VV;었/EP
NEUT,깨/VV;었/EP;지만/EC
POS,깨끗/XR
POS,깨끗/XR;하/XSA
POS,깨끗/XR;하/XSA;ㅁ/ETN
POS,깨닫/VV
POS,깨닫/VV;게/EC
POS,깨닫/VV;게/EC;하/VX
NEG,깨닫/VV;는다/EC
POS,깨닫/VV;으면/EC
POS,깨닫/VV;으면/EC;실천/NNG
POS,깨우치/VV
POS,깨우치/VV;ㅁ/ETN
NEG,깨치/VV
NEG,깨치/VV;ㄴ/ETM
NEG,깨치/VV;ㄴ/ETM;자/NNB
POS,깨치/VV;ㅁ/ETN
POS,깨치/VV;ㅁ/ETN;의/JKG
COMP,꺼내/VV
COMP,꺼내/VV;어/EC
COMP,꺼내/VV;어/EC;마음/NNG
NEG,꺼내/VV;지/EC
NEG,꺼내/VV;지/EC;못하/VX
NEG,꺼리/VV
NEG,꺼리/VV;어요/EF
NEG,꺼멓/VA
NEG,꺼멓/VA;고/EC
NEG,꺼멓/VA;고/EC;번들번들/MAG
NEG,꺾이/VV
NEG,껍데기/NNG
NEG,껍데기/NNG;만/JX
NEG,껍데기/NNG;만/JX;남/VV
NEG,껍질/NNG
NEG,께/JKB
NEG,꼬/VV
POS,꼭/MAG
POS,꼭/MAG;필요/NNG
POS,꼭/MAG;필요/NNG;하/XSA
None,꼴/XSN
POS,꼼꼼/XR
POS,꼼꼼/XR;하/XSA
POS,꼼꼼/XR;하/XSA;게/EC
POS,꼽/VV
POS,꼽/VV;을/ETM
POS,꼽/VV;을/ETM;만/NNB
POS,꼽히/VV
POS,꽃/NNG
POS,꽃/NNG;보다/JKB
POS,꽃/NNG;보다/JKB;더/MAG
POS,꽃/NNG;을/JKO
POS,꽃/NNG;을/JKO;피우/VV
POS,꽃잎/NNG
POS,꽃잎/NNG;처럼/JKB
POS,꽃잎/NNG;처럼/JKB;화려/XR
POS,꽤/MAG
POS,꽤/MAG;맞/VV
POS,꽤/MAG;맞/VV;아/EC
NEUT,꾸/VV
NEUT,꾸/VV;었/EP
NEUT,꾸/VV;었/EP;는지/EC
POS,꾸미/VV
POS,꾸미/VV;어/EC
POS,꾸미/VV;어/EC;지/VX
NEG,꾸준히/MAG
NEG,꾸준히/MAG;문제/NNG
NEG,꾸준히/MAG;문제/NNG;를/JKO
NEG,꾸짖/VV
NEG,꾼/XSN
NEG,꿀/NNG
NEG,꿀/NNG;을/JKO
NEG,꿀/NNG;을/JKO;빨/VV
NEG,꿀/NNG;혼자/NNG
NEG,꿀/NNG;혼자/NNG;만/JX
NEG,꿀단지/NNG
NEG,꿀단지/NNG;가지/VV
NEG,꿀단지/NNG;가지/VV;어다/EC
NEG,꿀통/NNG
NEG,꿀통/NNG;하나/NR
NEG,꿀통/NNG;하나/NR;얻/VV
NEUT,꿈/NNG
POS,꿈/NNG;만/JX
POS,꿈/NNG;만/JX;같/VA
NEUT,꿈/NNG;에/JKB
NEUT,꿈/NNG;에/JKB;나비/NNG
NEUT,꿈/NNG;에서/JKB
NEUT,꿈/NNG;에서/JKB;깨/VV
NEUT,꿈/NNG;을/JKO
POS,꿈/NNG;을/JKO;갖/VV
NEUT,꿈/NNG;을/JKO;꾸/VV
COMP,꿈/NNG;이/JKS
COMP,꿈/NNG;이/JKS;부끄럽/VA
POS,꿈/NNG;이/VCP
POS,꿈/NNG;이/VCP;었/EP
NEG,꿈꾸/VV
NEG,꿈꾸/VV;었/EP
NEG,꿈꾸/VV;었/EP;네/EC
POS,끄덕이/VV
NEG,끈끈/XR
NEG,끈끈/XR;하/XSA
NEG,끈끈/XR;하/XSA;게/EC
NEUT,끈적끈적/MAG
POS,끊/VV
NEG,끊/VV;어/EC
POS,끊/VV;어/EC;버리/VX
NEG,끊/VV;어/EC;지/VX
NEG,끊기/VV
COMP,끊임없이/MAG
COMP,끊임없이/MAG;반문/NNG
COMP,끊임없이/MAG;반문/NNG;하/XSV
POS,끊임없이/MAG;파고들/VV
POS,끌/VV
POS,끌어당기/VV
NEG,끝/NNG
NEG,끝/NNG;가/VV
NEG,끝/NNG;가/VV;ㄴ/ETM
NEG,끝/NNG;까지/JX
NEG,끝/NNG;까지/JX;반대/NNG
POS,끝/NNG;까지/JX;지키/VV
None,끝/NNG;에/JKB
POS,끝/NNG;이/JKS
POS,끝/NNG;이/JKS;여물/VA
NEG,끝내/VV
POS,끼/NNG
POS,ㄴ/ETM
POS,ㄴ/ETM;가슴/NNG
POS,ㄴ/ETM;가슴/NNG;은/JX
NEG,ㄴ/ETM;감/NNG
NEG,ㄴ/ETM;감/NNG;이/JKS
POS,ㄴ/ETM;감동/NNG
POS,ㄴ/ETM;감동/NNG;으로/JKB
POS,ㄴ/ETM;값/NNG
NEG,ㄴ/ETM;값/NNG;으로/JKB
POS,ㄴ/ETM;개념/NNG
POS,ㄴ/ETM;개념/NNG;만/JX
NEG,ㄴ/ETM;개조/NNG
NEG,ㄴ/ETM;개조/NNG;과제/NNG
NEG,ㄴ/ETM;거/NNB
NEG,ㄴ/ETM;거/NNB;이/VCP
NEG,ㄴ/ETM;건배/NNG
None,ㄴ/ETM;것/NNB
NEG,ㄴ/ETM;것/NNB;같/VA
None,ㄴ/ETM;것/NNB;도/JX
POS,ㄴ/ETM;것/NNB;들/XSN
POS,ㄴ/ETM;것/NNB;만/JX
POS,ㄴ/ETM;것/NNB;으로/JKB
NEG,ㄴ/ETM;것/NNB;을/JKO
POS,ㄴ/ETM;것/NNB;이/JKC
NEG,ㄴ/ETM;것/NNB;이/JKS
None,ㄴ/ETM;것/NNB;이/VCP
POS,ㄴ/ETM;것/NNB;처럼/JKB
NEG,ㄴ/ETM;결혼/NNG
NEG,ㄴ/ETM;결혼/NNG;을/JKO
POS,ㄴ/ETM;경험/NNG
NEG,ㄴ/ETM;고객/NNG
POS,ㄴ/ETM;고구려/NNP
POS,ㄴ/ETM;고구려/NNP;벽화/NNG
POS,ㄴ/ETM;곳/NNG
POS,ㄴ/ETM;곳/NNG;에서/JKB
POS,ㄴ/ETM;공간/NNG
POS,ㄴ/ETM;공간/NNG;이/JKS
NEG,ㄴ/ETM;과오/NNG
NEG,ㄴ/ETM;과오/NNG;를/JKO
NEG,ㄴ/ETM;과제/NNG
POS,ㄴ/ETM;과제/NNG;가*/JKS
NEG,ㄴ/ETM;과제/NNG;로/JKB
NEG,ㄴ/ETM;관계/NNG
NEG,ㄴ/ETM;관계/NNG;는/JX
NEG,ㄴ/ETM;그/NP
NEG,ㄴ/ETM;그/NP;는/JX
NEG,ㄴ/ETM;그/NP;를/JKO
POS,ㄴ/ETM;그대로/MAG
POS,ㄴ/ETM;그룹/NNG
POS,ㄴ/ETM;그룹/NNG;이/VCP
POS,ㄴ/ETM;극장/NNG
POS,ㄴ/ETM;극장/NNG;공연/NNG
POS,ㄴ/ETM;기금/NNG
POS,ㄴ/ETM;기나길/VA
POS,ㄴ/ETM;기나길/VA;ㄴ/ETM
POS,ㄴ/ETM;기량/NNG
POS,ㄴ/ETM;기록/NNG
POS,ㄴ/ETM;기록/NNG;이/VCP
COMP,ㄴ/ETM;기색/NNG
COMP,ㄴ/ETM;기색/NNG;으로/JKB
POS,ㄴ/ETM;기여/NNG
POS,ㄴ/ETM;기회/NNG
POS,ㄴ/ETM;기회/NNG;를/JKO
POS,ㄴ/ETM;길/NNG
None,ㄴ/ETM;김/NNB
None,ㄴ/ETM;김/NNB;에/JKB
POS,ㄴ/ETM;깃발/NNG
POS,ㄴ/ETM;깃발/NNG;을/JKO
POS,ㄴ/ETM;꽃/NNG
POS,ㄴ/ETM;꽃/NNG;보다/JKB
NEG,ㄴ/ETM;꿀/NNG
NEG,ㄴ/ETM;꿀/NNG;을/JKO
NEUT,ㄴ/ETM;꿈/NNG
NEUT,ㄴ/ETM;꿈/NNG;을/JKO
None,ㄴ/ETM;끝/NNG
None,ㄴ/ETM;끝/NNG;에/JKB
POS,ㄴ/ETM;나/NP
POS,ㄴ/ETM;나/NP;를/JKO
NEG,ㄴ/ETM;나/NP;의/JKG
NEG,ㄴ/ETM;나이/NNG
NEG,ㄴ/ETM;나이/NNG;의/JKG
NEUT,ㄴ/ETM;내/NP
NEUT,ㄴ/ETM;내/NP;가/JKS
NEG,ㄴ/ETM;내용/NNG
POS,ㄴ/ETM;내용/NNG;들/XSN
NEG,ㄴ/ETM;내용/NNG;이/JKS
NEG,ㄴ/ETM;냄새/NNG
POS,ㄴ/ETM;노력/NNG
POS,ㄴ/ETM;노력/NNG;을/JKO
NEG,ㄴ/ETM;논란/NNG
NEG,ㄴ/ETM;논란/NNG;을/JKO
POS,ㄴ/ETM;논쟁점/NNG
POS,ㄴ/ETM;논쟁점/NNG;을/JKO
POS,ㄴ/ETM;누아르/NNG
POS,ㄴ/ETM;누아르/NNG;의/JKG
COMP,ㄴ/ETM;눈/NNG
COMP,ㄴ/ETM;눈/NNG;으로/JKB
POS,ㄴ/ETM;뉴스/NNG
POS,ㄴ/ETM;뉴스/NNG;를/JKO
NEG,ㄴ/ETM;느낌/NNG
POS,ㄴ/ETM;느낌/NNG;그대로/MAG
NEG,ㄴ/ETM;느낌/NNG;에/JKB
NEG,ㄴ/ETM;다음/NNG
NEG,ㄴ/ETM;다음/NNG;에/JKB
NEG,ㄴ/ETM;단지/NNG
NEG,ㄴ/ETM;단지/NNG;에/JKB
POS,ㄴ/ETM;대지/NNG
POS,ㄴ/ETM;대지/NNG;를/JKO
None,ㄴ/ETM;데/NNB
None,ㄴ/ETM;데/NNB;다/JX
NEG,ㄴ/ETM;데/NNB;없이/MAG
POS,ㄴ/ETM;도시/NNG
POS,ㄴ/ETM;도시/NNG;풍경/NNG
POS,ㄴ/ETM;도움/NNG
POS,ㄴ/ETM;도움/NNG;이/JKC
NEG,ㄴ/ETM;도전/NNG
NEG,ㄴ/ETM;도전/NNG;으로/JKB
POS,ㄴ/ETM;독서/NNG
POS,ㄴ/ETM;독서/NNG;후/NNG
NEUT,ㄴ/ETM;뒤/NNG
NEUT,ㄴ/ETM;뒤/NNG;에/JKB
NEG,ㄴ/ETM;듯/NNB
NEG,ㄴ/ETM;듯/NNB;가파르/VA
None,ㄴ/ETM;만큼/NNB
NEG,ㄴ/ETM;말/NNG
NEG,ㄴ/ETM;말/NNG;로/JKB
POS,ㄴ/ETM;말씀/NNG
POS,ㄴ/ETM;말씀/NNG;의/JKG
NEG,ㄴ/ETM;맥/NNG
NEG,ㄴ/ETM;맥/NNG;이/JKS
POS,ㄴ/ETM;면/NNG
POS,ㄴ/ETM;면/NNG;이/JKS
NEG,ㄴ/ETM;모든/MM
NEG,ㄴ/ETM;모든/MM;아버지/NNG
NEG,ㄴ/ETM;모습/NNG
NEG,ㄴ/ETM;모습/NNG;을/JKO
NEG,ㄴ/ETM;몸/NNG
NEG,ㄴ/ETM;몸/NNG;으로/JKB
POS,ㄴ/ETM;문제/NNG
POS,ㄴ/ETM;문제/NNG;가/JKS
POS,ㄴ/ETM;문제/NNG;도/JX
POS,ㄴ/ETM;물살/NNG
POS,ㄴ/ETM;물살/NNG;을/JKO
POS,ㄴ/ETM;미형/NNG
POS,ㄴ/ETM;미형/NNG;캐릭터/NNG
POS,ㄴ/ETM;민속품/NNG
POS,ㄴ/ETM;민속품/NNG;을/JKO
None,ㄴ/ETM;바/NNB
None,ㄴ/ETM;바/NNB;있/VV
None,ㄴ/ETM;반면/NNG
POS,ㄴ/ETM;발현/NNG
POS,ㄴ/ETM;발현/NNG;이/VCP
NEG,ㄴ/ETM;밤/NNG
NEG,ㄴ/ETM;밤/NNG;길/NNG
NEG,ㄴ/ETM;배창호/NNP
NEG,ㄴ/ETM;배창호/NNP;감독/NNG
POS,ㄴ/ETM;벗/NNG
POS,ㄴ/ETM;벗/NNG;이/VCP
POS,ㄴ/ETM;변화/NNG
NEG,ㄴ/ETM;복수/NNG
POS,ㄴ/ETM;부위/NNG
POS,ㄴ/ETM;부위/NNG;는/JX
POS,ㄴ/ETM;부채/NNG
POS,ㄴ/ETM;부채/NNG;를/JKO
POS,ㄴ/ETM;분야/NNG
POS,ㄴ/ETM;분야/NNG;욕심내/VV
POS,ㄴ/ETM;분위기/NNG
POS,ㄴ/ETM;분위기/NNG;를/JKO
NEG,ㄴ/ETM;붓/NNG
NEG,ㄴ/ETM;붓/NNG;질/XSN
NEG,ㄴ/ETM;사건/NNG
POS,ㄴ/ETM;사람/NNG
POS,ㄴ/ETM;사람/NNG;도/JX
NEG,ㄴ/ETM;사람/NNG;은/JX
POS,ㄴ/ETM;사람/NNG;이/JKS
POS,ㄴ/ETM;사랑/NNG
POS,ㄴ/ETM;사망/NNG
POS,ㄴ/ETM;사망/NNG;률/XSN
NEG,ㄴ/ETM;사회/NNG
NEG,ㄴ/ETM;사회/NNG;에서/JKB
POS,ㄴ/ETM;삶/NNG
POS,ㄴ/ETM;삶/NNG;을/JKO
POS,ㄴ/ETM;삶/NNG;이/JKS
NEG,ㄴ/ETM;상태/NNG
NEG,ㄴ/ETM;상태/NNG;이/VCP
POS,ㄴ/ETM;새댁/NNG
POS,ㄴ/ETM;생명/NNG
POS,ㄴ/ETM;생명/NNG;에/JKB
POS,ㄴ/ETM;생산/NNG
POS,ㄴ/ETM;생산/NNG;유적/NNG
NEG,ㄴ/ETM;서방/NNG
NEG,ㄴ/ETM;서방/NNG;세계/NNG
POS,ㄴ/ETM;선진국/NNG
POS,ㄴ/ETM;선진국/NNG;그룹/NNG
POS,ㄴ/ETM;설명/NNG
POS,ㄴ/ETM;설명/NNG;이/JKS
COMP,ㄴ/ETM;섬/NNG
COMP,ㄴ/ETM;섬/NNG;을/JKO
NEG,ㄴ/ETM;섬/NNG;이/VCP
NEG,ㄴ/ETM;성격/NNG
NEG,ㄴ/ETM;성격/NNG;을/JKO
POS,ㄴ/ETM;성격/NNG;이/VCP
POS,ㄴ/ETM;성공/NNG
POS,ㄴ/ETM;성공/NNG;을/JKO
POS,ㄴ/ETM;성과/NNG
POS,ㄴ/ETM;성과/NNG;를/JKO
POS,ㄴ/ETM;성과물/NNG
COMP,ㄴ/ETM;세계/NNG
COMP,ㄴ/ETM;세계/NNG;화/XSN
NEUT,ㄴ/ETM;셈/NNB
NEUT,ㄴ/ETM;셈/NNB;이/VCP
NEG,ㄴ/ETM;셈/NNG
NEG,ㄴ/ETM;셈/NNG;이/VCP
POS,ㄴ/ETM;소감/NNG
NEG,ㄴ/ETM;소리/NNG
NEG,ㄴ/ETM;수준/NNG
NEUT,ㄴ/ETM;수직/NNG
NEUT,ㄴ/ETM;수직/NNG;성/XSN
POS,ㄴ/ETM;숨소리/NNG
NEG,ㄴ/ETM;시멘트/NNG
NEG,ㄴ/ETM;시멘트/NNG;덩어리/NNG
NEG,ㄴ/ETM;시절/NNG
NEG,ㄴ/ETM;시절/NNG;부터/JX
POS,ㄴ/ETM;실현/NNG
NEG,ㄴ/ETM;심회/NNG
NEG,ㄴ/ETM;심회/NNG;가/JKS
NEG,ㄴ/ETM;아들/NNG
NEG,ㄴ/ETM;아들/NNG;도/JX
POS,ㄴ/ETM;아름답/VA
POS,ㄴ/ETM;아름답/VA;ㅁ/ETN
POS,ㄴ/ETM;아침/NNG
POS,ㄴ/ETM;아침/NNG;공기/NNG
POS,ㄴ/ETM;애정/NNG
POS,ㄴ/ETM;애정/NNG;이/JKS
NEG,ㄴ/ETM;약골/NNG
POS,ㄴ/ETM;언로/NNG
POS,ㄴ/ETM;얼굴/NNG
POS,ㄴ/ETM;얼굴/NNG;뒤/NNG
POS,ㄴ/ETM;에너지/NNG
NEG,ㄴ/ETM;여기/NP
NEG,ㄴ/ETM;여기/NP;ㄴ/JX
NEG,ㄴ/ETM;여자/NNG
NEG,ㄴ/ETM;여자/NNG;는/JX
POS,ㄴ/ETM;연기/NNG
POS,ㄴ/ETM;영감/NNG
POS,ㄴ/ETM;영감/NNG;의/JKG
POS,ㄴ/ETM;영화/NNG
POS,ㄴ/ETM;영화/NNG;를/JKO
POS,ㄴ/ETM;왕성/XR
POS,ㄴ/ETM;왕성/XR;하/XSA
NEG,ㄴ/ETM;요지경/NNG
NEG,ㄴ/ETM;요지경/NNG;의/JKG
NEG,ㄴ/ETM;욕심/NNG
NEG,ㄴ/ETM;욕심/NNG;쟁이/XSN
NEG,ㄴ/ETM;우리/NP
NEG,ㄴ/ETM;우리/NP;들/XSN
NEG,ㄴ/ETM;위기/NNG
NEG,ㄴ/ETM;위기/NNG;의식/NNG
POS,ㄴ/ETM;위치/NNG
POS,ㄴ/ETM;위치/NNG;를/JKO
POS,ㄴ/ETM;유동/NNG
POS,ㄴ/ETM;유동/NNG;고객/NNG
NEG,ㄴ/ETM;유리/NNG
